,loss,accuracy,val_loss,val_accuracy,lr
0,0.5852848291397095,0.6956999897956848,0.47553277015686035,0.7896000146865845,9.999999747378752e-05
1,0.466823548078537,0.7911999821662903,0.4162463843822479,0.8136000037193298,9.999999747378752e-05
2,0.43336620926856995,0.8111000061035156,0.4059521555900574,0.8144000172615051,9.999999747378752e-05
3,0.41577181220054626,0.8217499852180481,0.39218127727508545,0.8234000205993652,9.999999747378752e-05
4,0.4002110958099365,0.8243499994277954,0.39582183957099915,0.8181999921798706,9.999999747378752e-05
5,0.38899117708206177,0.8305000066757202,0.37408187985420227,0.8339999914169312,9.999999747378752e-05
6,0.3765418827533722,0.8388500213623047,0.36530566215515137,0.8411999940872192,9.999999747378752e-05
7,0.36643335223197937,0.8431500196456909,0.36095499992370605,0.8414000272750854,9.999999747378752e-05
8,0.35855546593666077,0.8454499840736389,0.36127784848213196,0.8398000001907349,9.999999747378752e-05
9,0.3529931902885437,0.8517000079154968,0.39787375926971436,0.8190000057220459,9.999999747378752e-05
