,loss,accuracy,val_loss,val_accuracy,lr
0,0.5290083289146423,0.6894000172615051,0.41857674717903137,0.8136000037193298,9.999999747378752e-05
1,0.40570569038391113,0.8106499910354614,0.39782261848449707,0.8313999772071838,9.999999747378752e-05
2,0.3790051341056824,0.8263000249862671,0.370013952255249,0.8325999975204468,9.999999747378752e-05
3,0.3584839105606079,0.8356500267982483,0.36351194977760315,0.8288000226020813,9.999999747378752e-05
4,0.34651610255241394,0.8428999781608582,0.3536723256111145,0.8379999995231628,9.999999747378752e-05
5,0.3336804509162903,0.8506500124931335,0.3483283817768097,0.8425999879837036,9.999999747378752e-05
6,0.32437562942504883,0.852400004863739,0.3521513342857361,0.8471999764442444,9.999999747378752e-05
7,0.3111311197280884,0.8621500134468079,0.3347700238227844,0.847000002861023,9.999999747378752e-05
8,0.30249863862991333,0.8676499724388123,0.346281498670578,0.8528000116348267,9.999999747378752e-05
9,0.2915709614753723,0.8705000281333923,0.32421019673347473,0.8597999811172485,9.999999747378752e-05
10,0.2818821966648102,0.8769999742507935,0.3356611430644989,0.8465999960899353,9.999999747378752e-05
11,0.27480605244636536,0.8786500096321106,0.32225552201271057,0.8636000156402588,9.999999747378752e-05
12,0.2614169716835022,0.8878999948501587,0.3229789435863495,0.8596000075340271,9.999999747378752e-05
13,0.2538025975227356,0.8928999900817871,0.32404083013534546,0.8676000237464905,9.999999747378752e-05
14,0.24389806389808655,0.8950499892234802,0.3185446262359619,0.8629999756813049,9.999999747378752e-05
15,0.23453867435455322,0.9014999866485596,0.32311221957206726,0.8651999831199646,9.999999747378752e-05
